SAMAWeekStart,ProductCategoryCOICOP,BaseNetSalesSAR,SAMASector,BaseWeekTotal,BaseCategoryShare,SAMASectorShareMapped,BlendedTargetShare,SAMATargetCategoryWeeklySAR,SAMACalibrationFactor
2024-01-14,Clothing and footwear,134723.53,Clothing and Footwear,915698.23,0.14712655936879993,0.09465995313522646,0.1287632471870492,119771.68148401061,0.8890182842151673
2024-01-14,Education,23107.52,Education,915698.23,0.025234863673374144,0.034330757087057746,0.028418426368163406,26433.961441652868,1.1439549307607595
2024-01-14,Food and non-alcoholic beverages,145918.98,Beverage and Food,915698.23,0.15935269417305745,0.27984066985203737,0.2015234856607004,187451.0565972169,1.2846242250132018
2024-01-14,Furniture and household equipment,141574.84,Furniture,915698.23,0.1546086203530174,0.041158999960511936,0.11490125321564049,106877.67358232243,0.7549199672930758
2024-01-14,Information and communication,468.16,Electronic & Electric Devices,915698.23,0.000511260134247502,0.031737315298769234,0.011440379441830108,10641.495244156242,22.73046660149573
2024-01-14,Other retail goods,386032.02,Other,915698.23,0.4215712200295506,0.2651564861669942,0.36682606317765587,341210.51898547256,0.8838917532941245
2024-01-14,Personal care and miscellaneous goods,19362.21,Miscellaneous Goods and Services,915698.23,0.02114474983750924,0.21194085527791617,0.08792338674165166,81783.6774224792,4.223881334955008
2024-01-14,Recreation and culture,64510.97,Recreation and Culture,915698.23,0.07045003243044382,0.041174963221486886,0.060203758207308895,55999.71660913061,0.8680650222610296
2024-01-21,Clothing and footwear,187772.92,Clothing and Footwear,1187031.1600000001,0.15818701844355965,0.09623393851392692,0.1365034404681882,132144.85554864715,0.703748205804368
2024-01-21,Education,27698.97,Education,1187031.1600000001,0.023334661240063823,0.023007204950674195,0.02322005153877745,22478.630178841348,0.8115330706824603
2024-01-21,Food and non-alcoholic beverages,176132.22,Beverage and Food,1187031.1600000001,0.1483804519503936,0.2867235906901678,0.19680055050931455,190516.66558549702,1.081668451039208
2024-01-21,Furniture and household equipment,162932.44,Furniture,1187031.1600000001,0.1372604574255658,0.04121277584601486,0.10364376887272297,100334.40050469035,0.6158037067676047
2024-01-21,Information and communication,121.49,Electronic & Electric Devices,1187031.1600000001,0.00010234777661607466,0.03105992020014791,0.010937498124852216,10588.261400700936,87.15335748375122
2024-01-21,Other retail goods,531145.76,Other,1187031.1600000001,0.4474573017948408,0.26941642124981496,0.3851429936040818,372845.2929891229,0.701964170793951
2024-01-21,Personal care and miscellaneous goods,18477.86,Miscellaneous Goods and Services,1187031.1600000001,0.015566448988584258,0.2110430648922902,0.08398326455488132,81301.66042001676,4.399950016940098
2024-01-21,Recreation and culture,82749.5,Recreation and Culture,1187031.1600000001,0.06971131238037592,0.041303083656963197,0.05976843232718147,57860.01311875447,0.6992188849328935
2024-01-28,Clothing and footwear,104636.46,Clothing and Footwear,874497.33,0.11965326412145823,0.10191707861950317,0.11344559919577395,142526.73769762862,1.3621135280917245
2024-01-28,Education,21548.2,Education,874497.33,0.02464066985773416,0.02264598336982084,0.023942529586964495,30080.061795699177,1.3959431319413769
2024-01-28,Food and non-alcoholic beverages,134694.81,Beverage and Food,874497.33,0.15402541023195576,0.29045871540136314,0.20177706704124834,253501.47834254763,1.882043401245732
2024-01-28,Furniture and household equipment,153180.74,Furniture,874497.33,0.17516433126216635,0.04188111413628983,0.12851520526810956,161459.35215869607,1.0540447327692508
2024-01-28,Information and communication,224.07,Electronic & Electric Devices,874497.33,0.0002562271974003626,0.029315032556582195,0.010426809073114003,13099.662678165252,58.46236746626167
2024-01-28,Other retail goods,388807.43,Other,874497.33,0.44460676626651335,0.2665285560617722,0.38227939269485395,480274.5555233304,1.2352504568221097
2024-01-28,Personal care and miscellaneous goods,19265.98,Miscellaneous Goods and Services,874497.33,0.02203091917959315,0.2071121884792993,0.08680936343449029,109062.45336651732,5.660882725224324
2024-01-28,Recreation and culture,52139.64,Recreation and Culture,874497.33,0.05962241188317865,0.04014133137536935,0.0528040337054454,66340.0494568776,1.2723534235540868
2024-02-04,Clothing and footwear,102836.68000000001,Clothing and Footwear,848626.7,0.12118011370606183,0.10368636529572556,0.11505730176244414,119789.36153858456,1.1648505332784427
2024-02-04,Education,23395.02,Education,848626.7,0.027568093249953133,0.02111760122372348,0.025310421040772753,26351.384312895247,1.1263672487946257
2024-02-04,Food and non-alcoholic beverages,128389.57,Beverage and Food,848626.7,0.1512909857773742,0.274622844184388,0.19445713621982902,202454.74070380337,1.5768784076759768
2024-02-04,Furniture and household equipment,124117.11,Furniture,848626.7,0.14625642817978743,0.04591999077992328,0.11113867508983498,115709.57016481241,0.9322612342876209
2024-02-04,Information and communication,521.0,Electronic & Electric Devices,848626.7,0.0006139330756385582,0.032107856032982406,0.011636806110708905,12115.402960067708,23.254132360974488
2024-02-04,Other retail goods,381510.66,Other,848626.7,0.4495624047652519,0.26555869523534553,0.3851611064297847,401001.9557383598,1.0510897801344785
2024-02-04,Personal care and miscellaneous goods,15336.62,Miscellaneous Goods and Services,848626.7,0.01807228078022999,0.21550514480575572,0.087173783189164,90759.05371649768,5.917800253021701
2024-02-04,Recreation and culture,72520.04,Recreation and Culture,848626.7,0.085455760465703,0.04148150244215603,0.07006477015746156,72946.38371442808,1.0058789779270405
2024-02-11,Clothing and footwear,118654.95,Clothing and Footwear,992292.11,0.1195766335378803,0.10632714085294037,0.11493931109815132,120597.45903155132,1.016371074544731
2024-02-11,Education,18358.79,Education,992292.11,0.018501396730847736,0.017726211495892142,0.018230081898613276,19127.4989723268,1.0418714399111706
2024-02-11,Food and non-alcoholic beverages,163728.66999999998,Beverage and Food,992292.11,0.165000475515219,0.2755362291406842,0.20368798928413182,213714.99192243934,1.3052997494112628
2024-02-11,Furniture and household equipment,141694.02,Furniture,992292.11,0.14279466557483764,0.04724633370143531,0.10935274941914683,114735.88619999278,0.8097440258946199
2024-02-11,Information and communication,162.43,Electronic & Electric Devices,992292.11,0.00016369171775436168,0.03265285907063707,0.01153490029126331,12102.731885357805,74.5104468716235
2024-02-11,Other retail goods,477000.9,Other,992292.11,0.48070612997215106,0.26775200410800626,0.4061721859197004,426166.9317765257,0.8934300370848894
2024-02-11,Personal care and miscellaneous goods,15868.77,Miscellaneous Goods and Services,992292.11,0.015992034845465013,0.21134245916610647,0.08436468335768951,88517.72598715707,5.5781088255206335
2024-02-11,Recreation and culture,56823.58,Recreation and Culture,992292.11,0.05726497210584492,0.04141676246429817,0.05171809873130356,54264.039286019564,0.9549563629398141
2024-02-18,Clothing and footwear,109626.94,Clothing and Footwear,925181.9,0.11849230945828058,0.11431875197669043,0.11703156433972403,124562.6970253076,1.136241666740927
2024-02-18,Education,19782.66,Education,925181.9,0.02138245462865194,0.015433712714788436,0.019300394958799715,20542.400362546603,1.0384043582888551
2024-02-18,Food and non-alcoholic beverages,133142.23,Beverage and Food,925181.9,0.14390924638711589,0.2558187326570011,0.1830775665815757,194858.84502093095,1.4635389915050314
2024-02-18,Furniture and household equipment,156131.86,Furniture,925181.9,0.1687580139646052,0.05205625893535632,0.1279123997043681,136143.72823304278,0.8719791606469224
2024-02-18,Information and communication,67.78999999999999,Electronic & Electric Devices,925181.9,7.327207763143657e-05,0.04163049591495902,0.01461830042069609,15559.006979025977,229.51773091939782
2024-02-18,Other retail goods,429520.09,Other,925181.9,0.46425474817438606,0.2760125306073967,0.39836997202593977,424005.59549390036,0.9871612652481525
2024-02-18,Personal care and miscellaneous goods,17753.9,Miscellaneous Goods and Services,925181.9,0.01918963179024579,0.20381628263417526,0.0838089595856211,89202.17464209782,5.024370681489577
2024-02-18,Recreation and culture,59156.43,Recreation and Culture,925181.9,0.06394032351908312,0.04091323455963273,0.05588084238327548,59476.846939353876,1.0054164346860328
2024-02-25,Clothing and footwear,223853.38,Clothing and Footwear,1205310.47,0.18572258813946918,0.12028283884267997,0.16281867588559296,231423.87267591225,1.0338189786364282
2024-02-25,Education,24754.26,Education,1205310.47,0.020537662798200036,0.010785935528441532,0.01712455825378456,24340.153654976075,0.9832713098665069
2024-02-25,Food and non-alcoholic beverages,166505.28,Beverage and Food,1205310.47,0.13814306284089609,0.27703435064859727,0.1867550135735915,265446.0137804584,1.59421979759716
2024-02-25,Furniture and household equipment,185545.43,Furniture,1205310.47,0.15393994710756972,0.04891933025201549,0.11718273120812575,166558.78890687233,0.8976712005618912
2024-02-25,Information and communication,107.36,Electronic & Electric Devices,1205310.47,8.907248602926348e-05,0.03124337831145492,0.010993079524928243,15625.118079702326,145.5394754070634
2024-02-25,Other retail goods,514128.23,Other,1205310.47,0.42655252965652907,0.2771646217162277,0.3742667618774236,531967.6196630397,1.0346983274251245
2024-02-25,Personal care and miscellaneous goods,16990.8,Miscellaneous Goods and Services,1205310.47,0.014096616948826472,0.1983257928775515,0.07857682852388023,111685.92215038712,6.573317451231674
2024-02-25,Recreation and culture,73425.73,Recreation and Culture,1205310.47,0.06091852002248018,0.03624375182303164,0.05228235115267319,74312.01679133782,1.0120705206654101
2024-03-03,Clothing and footwear,162688.12,Clothing and Footwear,1300907.44,0.1250574137695761,0.11218913907745412,0.1205535176273334,156122.40307977216,0.9596423087301775
2024-03-03,Education,37113.33,Education,1300907.44,0.02852880140342652,0.03296511488893671,0.03008151112335509,38956.95370223081,1.0496755128745063
2024-03-03,Food and non-alcoholic beverages,196521.46,Beverage and Food,1300907.44,0.1510649058936891,0.29053413411063506,0.1998791357696202,258852.76196026837,1.317173004720545
2024-03-03,Furniture and household equipment,233019.17,Furniture,1300907.44,0.17912048377554057,0.048353015848174016,0.13335187000096227,172696.86367916665,0.7411272801253503
2024-03-03,Information and communication,326.03,Electronic & Electric Devices,1300907.44,0.00025061736905740195,0.030396715161079266,0.010801751596265055,13988.769883039104,42.90638862386622
2024-03-03,Other retail goods,577920.51,Other,1300907.44,0.44424414238110593,0.26394176323162766,0.38113830967878853,493591.808716524,0.8540825254956326
2024-03-03,Personal care and miscellaneous goods,17475.32,Miscellaneous Goods and Services,1300907.44,0.013433177075226814,0.18701910432058916,0.07418825161110364,96077.23067540055,5.4978810502697835
2024-03-03,Recreation and culture,75843.5,Recreation and Culture,1300907.44,0.05830045833237759,0.034601013361504,0.050005652592571836,64759.64205754916,0.8538588284763909
2024-03-10,Clothing and footwear,138256.51,Clothing and Footwear,918348.05,0.15054914092756008,0.12412471501047703,0.141300591856581,144820.91000742844,1.0474798619423304
2024-03-10,Education,17079.379999999997,Education,918348.05,0.018597937895115036,0.01903624870012217,0.018751346676867533,19218.511783482303,1.12524645411498
2024-03-10,Food and non-alcoholic beverages,164942.24,Beverage and Food,918348.05,0.17960754639812213,0.3072789766764778,0.22429254699554663,229880.50040687874,1.3937030345100123
2024-03-10,Furniture and household equipment,144033.91,Furniture,918348.05,0.1568402197837737,0.04264589665962771,0.1168722066903226,119783.92379734741,0.8316369651934562
2024-03-10,Information and communication,106.41999999999999,Electronic & Electric Devices,918348.05,0.00011588199049369135,0.030389973524210457,0.010711814027294557,10978.684766145117,103.16373582169817
2024-03-10,Other retail goods,371653.88,Other,918348.05,0.4046982840547219,0.25803319411441095,0.3533655025756131,362169.1386839662,0.9744796386464906
2024-03-10,Personal care and miscellaneous goods,12207.419999999998,Miscellaneous Goods and Services,918348.05,0.013292803311337132,0.18809288165532362,0.0744728307317324,76328.22322744117,6.252608923707153
2024-03-10,Recreation and culture,70068.29,Recreation and Culture,918348.05,0.07629818563887623,0.030398113659350266,0.06023316044604214,61733.790310468525,0.8810517612242076
2024-03-17,Clothing and footwear,158660.83,Clothing and Footwear,1155239.71,0.13734018024709346,0.1724959879643268,0.14964471294812515,150391.91805620276,0.9478830915998786
2024-03-17,Education,25143.23,Education,1155239.71,0.02176451327144909,0.013824568263315636,0.018985532518602383,19080.33096886498,0.7588655462669267
2024-03-17,Food and non-alcoholic beverages,148848.99,Beverage and Food,1155239.71,0.12884684339668345,0.25089589356688985,0.17156401095625567,172420.6633753307,1.1583596460770793
2024-03-17,Furniture and household equipment,310237.84,Furniture,1155239.71,0.2685484556274473,0.04290745262558778,0.18957410457679646,190520.6848903163,0.6141116921466326
2024-03-17,Information and communication,119.23,Electronic & Electric Devices,1155239.71,0.00010320801732135749,0.03090171242850421,0.010882684561235353,10937.023918326917,91.73046983416016
2024-03-17,Other retail goods,439561.64,Other,1155239.71,0.38049388035665777,0.25715102519838934,0.3373238810512638,339008.20468711085,0.7712415594024784
2024-03-17,Personal care and miscellaneous goods,17095.81,Miscellaneous Goods and Services,1155239.71,0.014798495803091812,0.19618558003956943,0.07828397528585898,78674.86237476331,4.60199676849259
2024-03-17,Recreation and culture,55572.14,Recreation and Culture,1155239.71,0.04810442328025584,0.03563777991341696,0.04374109810186223,43959.5058978394,0.7910349664029386
2024-03-24,Clothing and footwear,133169.34,Clothing and Footwear,1274559.4899999998,0.1044826397236272,0.20794427096877185,0.14069421065942783,173073.33448809906,1.2996485113472747
2024-03-24,Education,24525.52,Education,1274559.4899999998,0.019242350155032784,0.012623356984116856,0.01692570254521221,20820.95463860002,0.8489505885542903
2024-03-24,Food and non-alcoholic beverages,187191.15,Beverage and Food,1274559.4899999998,0.14686733061004476,0.23194680872231566,0.17664514794933955,217297.95869669027,1.1608345730911438
2024-03-24,Furniture and household equipment,155230.62,Furniture,1274559.4899999998,0.12179158463603769,0.03957509552597435,0.09301581344751551,114422.31288715589,0.7371117430772092
2024-03-24,Information and communication,277.26,Electronic & Electric Devices,1274559.4899999998,0.00021753398109334234,0.02441112613728341,0.008685291235759864,10684.109233264277,38.53462177473951
2024-03-24,Other retail goods,685604.2999999999,Other,1274559.4899999998,0.537914711223091,0.25569364996703164,0.43913733978347025,540199.6524116797,0.7879175384572118
2024-03-24,Personal care and miscellaneous goods,14723.77,Miscellaneous Goods and Services,1274559.4899999998,0.01155204611124115,0.1924710871973124,0.07487371049136608,92105.01753768462,6.255532213399463
2024-03-24,Recreation and culture,73837.53,Recreation and Culture,1274559.4899999998,0.057931803559832275,0.035334604497193854,0.050022783887908824,61534.94139723364,0.8333829882613034
2024-03-31,Clothing and footwear,144353.9,Clothing and Footwear,794159.28,0.18176945561852528,0.23535444574275616,0.2005242021620061,290795.4490563834,2.0144620204676382
2024-03-31,Education,22578.14,Education,794159.28,0.02843024134906539,0.0033444978011942317,0.019650231107310484,28496.29978477856,1.2621190135581832
2024-03-31,Food and non-alcoholic beverages,103093.54000000001,Beverage and Food,794159.28,0.12981468906338287,0.2041436906323867,0.15582983961253422,225980.7429623923,2.191997121860325
2024-03-31,Furniture and household equipment,123352.71,Furniture,794159.28,0.15532489905551441,0.040007877226175714,0.11496394141524587,166717.98520424406,1.3515551073360614
2024-03-31,Information and communication,81.93,Electronic & Electric Devices,794159.28,0.00010316570247721592,0.022883835791358335,0.008076400233585608,11712.204349214457,142.95379408293002
2024-03-31,Other retail goods,338680.61,Other,794159.28,0.4264643359704869,0.2571023695676242,0.367187647729485,532486.8308075182,1.572238903217749
2024-03-31,Personal care and miscellaneous goods,8946.36,Miscellaneous Goods and Services,794159.28,0.011265196069987372,0.19936892935620767,0.07710150272016447,111810.77328669868,12.497906778477356
2024-03-31,Recreation and culture,53072.09,Recreation and Culture,794159.28,0.06682801717056054,0.037794353882296995,0.056666235019668304,82176.03202612912,1.5483850744549372
2024-04-07,Clothing and footwear,146741.94,Clothing and Footwear,957731.78,0.15321820061144886,0.17920562458067335,0.16231379900067744,161563.8413022023,1.1010065786386787
2024-04-07,Education,19219.43,Education,957731.78,0.020067654014780632,0.0007168080082050291,0.01329485791247917,13233.430103488296,0.6885443586770417
2024-04-07,Food and non-alcoholic beverages,163814.06,Beverage and Food,957731.78,0.17104377595155085,0.25792816976984106,0.20145331378795242,200522.51514674773,1.224086108034608
2024-04-07,Furniture and household equipment,198493.94,Furniture,957731.78,0.20725420639168932,0.029749871890756587,0.14512768931636288,144457.13863900327,0.7277659894251848
2024-04-07,Information and communication,637.5,Electronic & Electric Devices,957731.78,0.000665635215738586,0.01785952283740654,0.0066834958833223695,6652.61533452563,10.435475034550008
2024-04-07,Other retail goods,370008.8,Other,957731.78,0.3863386469226279,0.26238705066484735,0.34295558823240474,341370.98984820396,0.9226023539121339
2024-04-07,Personal care and miscellaneous goods,11249.07,Miscellaneous Goods and Services,957731.78,0.011745532762836793,0.20513946360905058,0.07943340855901161,79066.39295940321,7.028704858215232
2024-04-07,Recreation and culture,47567.04,Recreation and Culture,957731.78,0.04966634812932698,0.04701348863921947,0.04873784730778935,48512.65805080307,1.019879690870045
2024-04-14,Clothing and footwear,164515.22,Clothing and Footwear,939736.01,0.17506535691869465,0.08611095912077765,0.14393131768942372,127962.24559517826,0.7778140259313288
2024-04-14,Education,22759.85,Education,939736.01,0.02421940817187584,0.02587862679480302,0.024800134689900354,22048.578286695705,0.968748840027316
2024-04-14,Food and non-alcoholic beverages,134502.11000000002,Beverage and Food,939736.01,0.1431275470650529,0.2854034797947374,0.19292412352044247,171519.3362463839,1.2752166954584123
2024-04-14,Furniture and household equipment,162057.41,Furniture,939736.01,0.17244993091198027,0.035355316941483764,0.1244668160223065,110657.31583631987,0.6828278684468663
2024-04-14,Information and communication,243.27,Electronic & Electric Devices,939736.01,0.00025887057366249063,0.03242015390648683,0.01151531974015101,10237.703623861735,42.083707912450095
2024-04-14,Other retail goods,387623.98,Other,939736.01,0.4124817777281941,0.28190197438668674,0.36677884655866655,326085.00773772225,0.8412405438325107
2024-04-14,Personal care and miscellaneous goods,12956.26,Miscellaneous Goods and Services,939736.01,0.01378712730184725,0.21595378899585685,0.0845454588947506,75165.20343676457,5.801458402097872
2024-04-14,Recreation and culture,55077.91,Recreation and Culture,939736.01,0.058609981328692516,0.03697570005916773,0.051037982884358846,45375.356839456865,0.8238394819167405
2024-04-21,Clothing and footwear,136439.63,Clothing and Footwear,1036635.93,0.1316176933979126,0.08866730605610716,0.1165850578282807,110937.73023673164,0.8130902307249854
2024-04-21,Education,22493.28,Education,1036635.93,0.021698341094544153,0.027027408286244385,0.023563514611639236,22422.10859701787,0.9968358815174074
2024-04-21,Food and non-alcoholic beverages,178220.35,Beverage and Food,1036635.93,0.17192183373385486,0.28396485752917155,0.21113689206221573,200909.51628741357,1.1273096270286393
2024-04-21,Furniture and household equipment,144345.92,Furniture,1036635.93,0.13924456583325256,0.03694220939725325,0.10343874108065282,98428.21514001064,0.6818912175696454
2024-04-21,Information and communication,252.14,Electronic & Electric Devices,1036635.93,0.0002432290765765759,0.03291051287136216,0.011676778404751531,11111.160528036275,44.06742495453429
2024-04-21,Other retail goods,475238.87,Other,1036635.93,0.45844337075987707,0.2809134050505861,0.39630788276162526,377110.9077567785,0.7935186525394662
2024-04-21,Personal care and miscellaneous goods,16808.55,Miscellaneous Goods and Services,1036635.93,0.01621451612235744,0.21442641698656642,0.08558868142483059,81442.80431897817,4.845320049556814
2024-04-21,Recreation and culture,62837.19,Recreation and Culture,1036635.93,0.060616449981624694,0.03514788382270902,0.05170245182600421,49198.00839057023,0.7829441194071572
2024-04-28,Clothing and footwear,155966.87,Clothing and Footwear,1111681.19,0.1402982000621959,0.09604794890833938,0.12481061215834612,158404.2409886121,1.0156274918424155
2024-04-28,Education,30010.79,Education,1111681.19,0.026995860207007734,0.024337696327668957,0.026065502849239162,33081.21099175408,1.102310568690597
2024-04-28,Food and non-alcoholic beverages,192448.87,Beverage and Food,1111681.19,0.17311516263039406,0.28559619831700944,0.21248352512070945,269674.91735901986,1.4012808563595092
2024-04-28,Furniture and household equipment,187688.31,Furniture,1111681.19,0.16883285575786347,0.036171842788794026,0.12240150121868917,155346.70138316916,0.8276844806326465
2024-04-28,Information and communication,73.3,Electronic & Electric Devices,1111681.19,6.593617006328946e-05,0.029689857241114483,0.010434308544931208,13242.773965437133,180.6654019841355
2024-04-28,Other retail goods,475659.84,Other,1111681.19,0.4278743260916379,0.2807925566492656,0.3763957067868076,477705.1823870048,1.0043000106693993
2024-04-28,Personal care and miscellaneous goods,9529.82,Miscellaneous Goods and Services,1111681.19,0.008572439729775404,0.21274904495617036,0.08003425155901364,101576.01707147331,10.65875505219126
2024-04-28,Recreation and culture,60303.39,Recreation and Culture,1111681.19,0.054245219351062336,0.034614854811637716,0.04737459176226372,60125.786745810154,0.9970548379752806
2024-05-05,Clothing and footwear,173889.35,Clothing and Footwear,1119483.31,0.15533000666173397,0.09647060586330244,0.1347292163822829,147940.5703339145,0.8507741867682782
2024-05-05,Education,36745.42,Education,1119483.31,0.03282355321581346,0.027511518454847617,0.030964341049475416,34000.659974710776,0.9253033432387159
2024-05-05,Food and non-alcoholic beverages,173615.86000000002,Beverage and Food,1119483.31,0.15508570645863404,0.27142250853626104,0.19580358718580348,215003.8064461226,1.2383880507582807
2024-05-05,Furniture and household equipment,158016.91,Furniture,1119483.31,0.14115164432420166,0.03853321847597756,0.10523519527732322,115554.40777116665,0.7312787458707213
2024-05-05,Information and communication,78.56,Electronic & Electric Devices,1119483.31,7.017523110728645e-05,0.031428812834352206,0.011045698392243007,12128.82375303209,154.38930439195633
2024-05-05,Other retail goods,487253.52,Other,1119483.31,0.4352485790967263,0.28479819239791,0.38259094375214064,420107.26361446705,0.8621944149617781
2024-05-05,Personal care and miscellaneous goods,10715.21,Miscellaneous Goods and Services,1119483.31,0.009571567440339953,0.21519369137325342,0.08153931081685967,89534.93882613306,8.355873457088855
2024-05-05,Recreation and culture,79168.48,Recreation and Culture,1119483.31,0.07071876757144328,0.03464145206409573,0.05809170714387164,63788.096726919335,0.8057259243441246
2024-05-12,Clothing and footwear,182562.55,Clothing and Footwear,1017803.1399999999,0.17936921475797374,0.09830521446063326,0.15099681465390458,154306.758479342,0.8452267920191847
2024-05-12,Education,29711.27,Education,1017803.1399999999,0.029191568420588683,0.0230392400788126,0.027038253500967054,27630.948786832963,0.9299820837962485
2024-05-12,Food and non-alcoholic beverages,133613.22,Beverage and Food,1017803.1399999999,0.1312760933317616,0.2683090546616849,0.17923762979723476,183166.6298055674,1.3708720574623334
2024-05-12,Furniture and household equipment,143620.66,Furniture,1017803.1399999999,0.1411084858708532,0.04026463658826798,0.10581313862194838,108132.62824584963,0.7529044097544854
2024-05-12,Information and communication,2.1300000000000026,Electronic & Electric Devices,1017803.1399999999,2.0927426103244315e-06,0.033203748604921056,0.01162267229441908,11877.448479494056,5576.266891781241
2024-05-12,Other retail goods,447570.17,Other,1017803.1399999999,0.43974139242683025,0.2825790542215516,0.38473457405498274,393168.1945306492,0.8784503992539299
2024-05-12,Personal care and miscellaneous goods,13941.65,Miscellaneous Goods and Services,1017803.1399999999,0.013697786391187593,0.21792467912238928,0.08517719884710817,87044.33587273516,6.24347447201265
2024-05-12,Recreation and culture,66781.49,Recreation and Culture,1017803.1399999999,0.06561336605819472,0.03637437226173927,0.05537971822943531,56593.675999525556,0.8474455421633382
2024-05-19,Clothing and footwear,181706.53,Clothing and Footwear,1079829.0,0.16827343033017264,0.0995617428380746,0.14422433970793833,141726.65871458387,0.779975594243002
2024-05-19,Education,26203.99,Education,1079829.0,0.024266795946395216,0.02383328097379366,0.02411506570598467,23697.44034961761,0.9043447333637972
2024-05-19,Food and non-alcoholic beverages,169525.95,Beverage and Food,1079829.0,0.15699332949939296,0.26097244950430365,0.1933860215011117,190036.9571804714,1.1209903686159635
2024-05-19,Furniture and household equipment,186940.71,Furniture,1079829.0,0.1731206607712888,0.04018883819651864,0.12659452287011924,124402.15551884011,0.6654631595164056
2024-05-19,Information and communication,202.64999999999998,Electronic & Electric Devices,1079829.0,0.00018766860308437722,0.03757805088096879,0.013274302400343921,13044.41767441958,64.36919651823133
2024-05-19,Other retail goods,411855.15,Other,1079829.0,0.3814077506716341,0.2877391150768904,0.3486237282134738,342586.25311353937,0.8318124785219739
2024-05-19,Personal care and miscellaneous goods,11001.74,Miscellaneous Goods and Services,1079829.0,0.010188409461127642,0.21371085342923726,0.08142126484996601,80011.20919582009,7.272595898087038
2024-05-19,Recreation and culture,92392.28,Recreation and Culture,1079829.0,0.08556195471690425,0.03641566910021303,0.06836075475106232,67176.88136201538,0.7270832732130367
2024-05-26,Clothing and footwear,193395.29,Clothing and Footwear,951374.74,0.2032798243098193,0.11017426232807413,0.1706928776162085,227850.50489159804,1.178159534762186
2024-05-26,Education,7939.92,Education,951374.74,0.008345733459351674,0.026200717339942493,0.01459497781755846,19482.201665669218,2.453702514089464
2024-05-26,Food and non-alcoholic beverages,139277.81,Beverage and Food,951374.74,0.1463963716337476,0.2646932558466514,0.1878002811082639,250686.4344130005,1.7999021840808704
2024-05-26,Furniture and household equipment,151570.27,Furniture,951374.74,0.15931710568645116,0.037064805957064365,0.11652880078116579,155549.23241788414,1.026251602097721
2024-05-26,Information and communication,146.17000000000002,Electronic & Electric Devices,951374.74,0.0001536408250654206,0.034595414207300765,0.01220826150884779,16296.277779638845,111.48852554996814
2024-05-26,Other retail goods,385701.99,Other,951374.74,0.4054154202160129,0.2842870572796771,0.3630204931882954,484580.28134558623,1.256359297875508
2024-05-26,Personal care and miscellaneous goods,17028.0,Miscellaneous Goods and Services,951374.74,0.017898309976150932,0.2072990028368286,0.08418855247738811,112379.64029873602,6.599696987240781
2024-05-26,Recreation and culture,56315.29,Recreation and Culture,951374.74,0.059193593893401036,0.03568548420446118,0.050965755502272087,68031.97230926371,1.208055082540882
2024-06-02,Clothing and footwear,156896.16,Clothing and Footwear,1172010.25,0.1338692729009836,0.12319093443788079,0.13013185443889763,155667.26660740565,0.9921674731070897
2024-06-02,Education,31219.25,Education,1172010.25,0.026637352361039503,0.027735182838741563,0.027021593028235223,32323.96513690026,1.035385703913459
2024-06-02,Food and non-alcoholic beverages,177547.27000000002,Beverage and Food,1172010.25,0.15148951982288553,0.24022464644830546,0.1825468141417825,218367.4681949926,1.2299117198196998
2024-06-02,Furniture and household equipment,201076.41,Furniture,1172010.25,0.1715654022650399,0.03837514926039348,0.12494881371341365,149467.1722036961,0.7433351938384821
2024-06-02,Information and communication,480.87,Electronic & Electric Devices,1172010.25,0.00041029504648103547,0.03532853562791955,0.012631679249984516,15110.358566586418,31.42295956617468
2024-06-02,Other retail goods,528331.79,Other,1172010.25,0.4507911001631599,0.28126157523291034,0.3914557664375725,468270.04365527065,0.8863181290970029
2024-06-02,Personal care and miscellaneous goods,17818.519999999997,Miscellaneous Goods and Services,1172010.25,0.015203382393626674,0.21541819790608815,0.08527856782298819,102012.54420324914,5.725085147545877
2024-06-02,Recreation and culture,58639.98,Recreation and Culture,1172010.25,0.05003367504678394,0.038465778247760665,0.045984911167125796,55008.40249634635,0.9380699395931982
2024-06-09,Clothing and footwear,166490.38,Clothing and Footwear,1478729.1300000001,0.11259018073174766,0.15580751961540207,0.1277162493410267,159419.67234802953,0.9575308336014942
2024-06-09,Education,26885.91,Education,1478729.1300000001,0.01818176801589078,0.01979997370643406,0.01874814000758093,23402.05222565541,0.8704206859896284
2024-06-09,Food and non-alcoholic beverages,242959.26,Beverage and Food,1478729.1300000001,0.16430274826600594,0.23159763266051275,0.18785595780408332,234488.05767687032,0.9651332395269491
2024-06-09,Furniture and household equipment,376428.53,Furniture,1478729.1300000001,0.25456219287436366,0.03703190419956472,0.17842659183818405,222718.00930409497,0.5916608108957495
2024-06-09,Information and communication,349.37,Electronic & Electric Devices,1478729.1300000001,0.0002362636894831442,0.027191221393547512,0.009670498885905671,12071.038507531803,34.55087302152962
2024-06-09,Other retail goods,575350.88,Other,1478729.1300000001,0.38908470004915635,0.2722658566564344,0.34819810486170366,434632.4612229752,0.7554215633127653
2024-06-09,Personal care and miscellaneous goods,16682.39,Miscellaneous Goods and Services,1478729.1300000001,0.011281572575769842,0.21628180272821582,0.08303165312912593,103642.87241958937,6.212711273360075
2024-06-09,Recreation and culture,73582.41,Recreation and Culture,1478729.1300000001,0.04976057379758252,0.040024089039888716,0.04635280413238969,57859.112566533724,0.7863171723586346
